"comment","id","location","location2","sticker","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname"
"Flamecraft","336986","","","","","","","110489650","709.876","744.583","21.748","367","29221","thing","Flamecraft","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Flamme Rouge","199478","","","","","","","110489790","7.239","749.321","16.898","259","23301","thing","Flamme Rouge","2","4","45","45","30","2016","2,3,2004","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Flotti Karotti","207888","","","","","","","112102432","0","7","1","0","37","thing","Flotti Karotti","1","6","0","0","0","2016","1,2,3,4,5,6","3,4,2005","4+","","","","","","","standalone","","","","","","","","","","","","Ravensburger","English  French  German  Italian  Spanish","2016","Multilingual edition"
"Flügelschlag","266192","","","Also in English!","","","","110595011","790.083","804.927","24.651","26","144909","thing","Wingspan","1","5","70","70","40","2022","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Feuerland Spiele","German","2022","German fourth edition"
"Focus","789","","","","","","","116302866","57.704","648.348","23.836","4680","1690","thing","Focus","2","4","45","45","45","1963","2,3,2004","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fog of Love","175324","","","","","","","112908422","63.872","666.786","22.324","1473","16693","thing","Fog of Love","2","2","120","120","60","2019","2","2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Hush Hush Projects  Pegasus Spiele","German","2019","German edition"
"For Sale","172","","","Dutch Edition","","","","110586899","713.074","725.521","12.516","333","38413","thing","For Sale","3","6","30","30","30","1997","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Island","65244","","","","","","","110496519","665.688","67.605","17.353","932","91907","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Forest Shuffle: Alpine Expansion","412576","","","","","","","118877861","579.435","811.879","1.8","0","1459","thing","Forest Shuffle: Alpine Expansion","2","5","60","60","60","2024","2,3,4,5","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Forum Trajanum","244049","","","","","","","110657394","649.183","721.976","34.538","1226","5351","thing","Forum Trajanum","2","4","120","120","60","2018","2,3,2004","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Four Gardens","296043","","","","","","","110656736","606.895","700.703","22.727","2558","3134","thing","Four Gardens","2","4","45","45","45","2020","2,3,2004","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Franky: Rock'n Vegas","286781","","","","","","","112785141","549.333","55.122","1.6","23257","125","thing","Franky: Rock'n Vegas","2","6","10","0","10","2019","2,3,4,5,6","2","8+","","","","","","","standalone","","","","","","","","","","","","funbot","English  German","2019","English/German edition"
"Fresco","66188","","","","","","","110495253","699.698","725.245","26.332","467","16130","thing","Fresco","2","4","60","60","60","2010","2,3,2004","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fringers","298703","","","","","","","110495213","0","483.043","0","0","68","thing","Fringers","3","10","15","15","15","2020","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Fugitive","197443","","","","","","","110488954","667.939","715.409","16.559","898","9896","thing","Fugitive","2","2","20","20","5","2017","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Fun Facts","370164","","","","","","","110488891","623.609","70.381","10.541","1890","3655","thing","Fun Facts","4","8","30","30","30","2022","4,5,6,7,8","6,7,2008","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Furnace","318084","","","","","","","110488994","708.336","741.435","23.099","384","16351","thing","Furnace","2","4","60","60","30","2020","2,3,2004","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Game","173090","","","","","","","110493917","650.396","671.329","12.362","1200","20974","thing","The Game","1","5","20","20","20","2015","1,2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Game of Quotes: Verrückte Zitate","218824","","","","","","","117551110","554.972","581.376","1.25","11920","1007","thing","Game of Quotes: Verrückte Zitate","3","6","30","30","30","2017","4,5,2006","4,5,2006","16+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2017","German edition"
"Game of Thrones: Oathbreaker","275530","","","","","","","110493696","568.128","70.377","21.667","6059","656","thing","Game of Thrones: Oathbreaker","5","8","45","45","30","2019","5,6,7,8","6,7","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Garden Nation","341245","","","","","","","110493375","58.029","679.961","25.769","4330","1350","thing","Garden Nation","2","4","75","75","60","2021","2,3,2004","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Gardeners","361840","","","","","","","110489797","555.086","632.353","2","11776","308","thing","Gardeners","1","4","15","15","15","2023","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Garten-Zwerge e.V.","13829","","","","","","","112785676","550.865","572.439","16.364","19965","150","thing","Garten-Zwerge e.V.","2","6","60","60","60","2004","3,4,5,6","3,4","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Argentum Verlag","German","2004","German edition"
"Die geheimnisvolle Hütte in den Bergen","370736","","","","","","","111375379","0","8","0","0","5","thing","Die geheimnisvolle Hütte in den Bergen","3","7","120","120","120","2022","","","","","","","","","","standalone","","","","","","","","","","","","Gmeiner-Verlag","German","2022","German edition"
"Getäuscht: Mord in Hong Kong","156129","","","","","","","110494726","725.002","744.986","15.801","252","33961","thing","Deception: Murder in Hong Kong","4","12","20","20","20","2016","5,6,7,8,9,10,11,12","6,7,2008","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Jolly Thinkers","English  German","2016","English/German edition"
"Ghooost!","132251","","","","","","","112788809","554.994","567.557","13.878","11892","2246","thing","Ghooost!","2","6","20","20","20","2014","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","IELLO","English","2014","English second edition with Mensa Select winner mark"
"Ghost Blitz","83195","","","","","","","110492212","643.152","670.962","11.437","1373","15973","thing","Ghost Blitz","2","8","20","20","20","2010","2,3,4,5,6,7","4,5","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ghost Fightin' Treasure Hunters","146312","","","","","","","110595618","654.331","7.146","16.299","1130","8439","thing","Ghost Fightin' Treasure Hunters","2","4","30","30","30","2013","1,2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ghosts","32751","","","","","","","110492145","54.966","558.778","1","22702","374","thing","Ghosts","2","6","20","20","20","2007","3,4,5,6","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Gierige Goblins","184919","","","","","","","112783341","566.046","627.786","18.571","6491","1266","thing","Greedy Greedy Goblins","2","4","35","35","25","2016","2,3,2004","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2016","German edition"
"Go","188","","","","","","","110660311","731.368","765.188","3.931","214","24408","thing","Go","2","2","180","180","30","-2200","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Goblins, Inc.","110524","","","","","","","110496493","580.173","638.848","23.521","4345","1805","thing","Goblins, Inc.","2","4","60","60","60","2012","2,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Godfather: Corleone's Empire","195539","","","","","","","110656243","704.283","752.346","26.492","421","11240","thing","The Godfather: Corleone's Empire","2","5","90","90","60","2017","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Gold Ahoy!","154476","","","","","","","110491162","548.093","540.356","1.25","24700","803","thing","Gold Ahoy!","2","2","15","15","15","2014","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Grand Austria Hotel","182874","","","","","","","110657277","768.875","79.446","32.118","63","26597","thing","Grand Austria Hotel","2","4","120","120","60","2015","2,3","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"El Grande","93","","","","","","","110656255","757.566","775.467","29.764","90","29285","thing","El Grande","2","5","120","120","60","1995","3,4,2005","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"La Granja","146886","","","","","","","110489499","726.235","760.903","35.685","245","12805","thing","La Granja","1","4","120","120","90","2014","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
